entity,entry_id,category,source,obtainable
mount,2581,"World Events","Trading Post",true
mount,2582,Promotion,"WoW Classic",true
mount,2586,"World Events",Timewalking,true
mount,2587,"World Events",Timewalking,true
mount,2593,"Past Limited Time","Remix: Legion",true
mount,2595,"World Events","Trading Post",true
mount,2598,Promotion,"Collector's Edition",true
mount,2600,"Past Limited Time","Trading Post Originals",true
mount,2601,"The War Within","Rare Spawn",true
mount,2602,"The War Within","Zone Feature",true
mount,2603,"The War Within","Rare Spawn",true
mount,2604,"The War Within",Vendor,true
mount,2605,"Past Limited Time","Greedy Emissary",true
mount,2606,"The War Within","Raid Drop",true
mount,2607,Midnight,"Raid Drop",true
mount,2608,Midnight,"Pre-Launch Event",true
mount,2611,Midnight,Quest,true
mount,2612,"World Events","Trading Post",true
mount,2614,Midnight,Renown,true
mount,2615,Midnight,"Zone Drop",true
mount,2616,Midnight,"Allied Race",true
mount,2618,Promotion,Pringles,true
mount,2619,"World Events","Trading Post",true
mount,2620,Promotion,"Blizzard Store",true
mount,2621,"Past Limited Time","Trading Post Originals",true
mount,2622,"World Events","Trading Post",true
mount,2623,"World Events","Hallow's End",true
mount,2624,"World Events","Trading Post",true
mount,2625,"Past Limited Time","Trading Post Originals",true
mount,2626,"World Events","Trading Post",true
mount,2627,"Past Limited Time","Trading Post Originals",true
mount,2628,"Past Limited Time","Trading Post Originals",true
mount,2629,"World Events","Trading Post",true
mount,2630,"Past Limited Time","Trading Post Originals",true
mount,2631,Mythic+,"Timelost Saddle",true
mount,2632,Promotion,"Annual Subscription",true
mount,2633,Mythic+,"Timelost Saddle",true
mount,2634,Promotion,"Blizzard Store",true
mount,2640,"World Events",Brewfest,true
mount,2645,"Past Limited Time","Trading Post Originals",true
mount,2649,"World Events","Trading Post",true
mount,2650,"World Events","Trading Post",true
mount,2651,Promotion,"Blizzard Store",true
mount,2652,"World Events","Trading Post",true
mount,2653,"Past Limited Time","Remix: Legion",true
mount,2655,"The War Within",Achievement,true
mount,2660,"Past Limited Time","Remix: Legion",true
mount,2661,"Past Limited Time","Remix: Legion",true
mount,2662,"Past Limited Time","Remix: Legion",true
mount,2663,"Past Limited Time","Remix: Legion",true
mount,2664,"Past Limited Time","Remix: Legion",true
mount,2665,"Past Limited Time","Remix: Legion",true
mount,2666,"Past Limited Time","Remix: Legion",true
mount,2670,"Past Limited Time","Remix: Legion",true
mount,2671,"Past Limited Time","Remix: Legion",true
mount,2672,"Past Limited Time","Remix: Legion",true
mount,2673,"Past Limited Time","Remix: Legion",true
mount,2674,"Past Limited Time","Remix: Legion",true
mount,2675,"Past Limited Time","Remix: Legion",true
mount,2676,"Past Limited Time","Remix: Legion",true
mount,2677,"Past Limited Time","Remix: Legion",true
mount,2678,"Past Limited Time","Remix: Legion",true
mount,2679,"Past Limited Time","Remix: Legion",true
mount,2681,"Past Limited Time","Remix: Legion",true
mount,2682,"Past Limited Time","Remix: Legion",true
mount,2683,"Past Limited Time","Remix: Legion",true
mount,2686,"Past Limited Time","Remix: Legion",true
mount,2688,"Past Limited Time","Remix: Legion",true
mount,2689,"Past Limited Time","Remix: Legion",true
mount,2690,"Past Limited Time","Remix: Legion",true
mount,2691,"Past Limited Time","Remix: Legion",true
mount,2693,Midnight,Vendor,true
mount,2694,Midnight,Renown,true
mount,2696,"Past Limited Time","Trading Post Originals",true
mount,2697,"World Events","Trading Post",true
mount,2698,"World Events","Trading Post",true
mount,2699,"Past Limited Time","Trading Post Originals",true
mount,2700,Promotion,"Blizzard Store",true
mount,2701,Promotion,"Blizzard Store",true
mount,2702,Promotion,"Blizzard Store",true
mount,2703,Promotion,"Blizzard Store",true
mount,2705,"Past Limited Time","Remix: Legion",true
mount,2706,"Past Limited Time","Remix: Legion",true
mount,2707,Midnight,Achievement,true
mount,2708,Midnight,"Zone Drop",true
mount,2710,Midnight,Renown,true
mount,2713,Midnight,Treasure,true
mount,2717,Legion,Events,true
mount,2718,Legion,Vendor,true
mount,2719,Promotion,"WoW Classic",true
mount,2720,"Past Limited Time","Remix: Legion",true
mount,2721,"Past Limited Time","Remix: Legion",true
mount,2723,"Past Limited Time","Remix: Legion",true
mount,2724,"Past Limited Time","Remix: Legion",true
mount,2725,"Past Limited Time","Remix: Legion",true
mount,2726,"Past Limited Time","Remix: Legion",true
mount,2727,"Past Limited Time","Remix: Legion",true
mount,2728,"Past Limited Time","Remix: Legion",true
mount,2729,"Past Limited Time","Remix: Legion",true
mount,2730,"Past Limited Time","Remix: Legion",true
mount,2731,"Past Limited Time","Remix: Legion",true
mount,2732,Promotion,"WoW Classic",true
mount,2733,Mythic+,"Timelost Saddle",true
mount,2734,Mythic+,"Timelost Saddle",true
mount,2742,"World Events","Trading Post",true
mount,2743,"World Events","Trading Post",true
mount,2747,Midnight,Treasure,true
mount,2749,Midnight,"Rare Spawn",true
mount,2751,Midnight,"Zone Drop",true
mount,2753,Midnight,Renown,true
mount,2754,Midnight,Quest,true
mount,2755,Midnight,Achievement,true
mount,2756,Midnight,Achievement,true
mount,2758,Midnight,"Zone Drop",true
mount,2760,Midnight,"Zone Drop",true
mount,2761,Midnight,Renown,true
mount,2762,Midnight,"Zone Drop",true
mount,2764,Midnight,"Paragon Reputation",true
mount,2767,Midnight,"Zone Feature",true
mount,2769,Midnight,Vendor,true
mount,2770,Midnight,Vendor,true
mount,2771,Midnight,Achievement,true
mount,2772,Midnight,Vendor,true
mount,2773,Midnight,Achievement,true
mount,2775,Midnight,"Zone Drop",true
mount,2776,Midnight,Renown,true
mount,2778,Midnight,Treasure,true
mount,2779,Midnight,"Ritual Sites",true
mount,2781,Midnight,Vendor,true
mount,2785,Midnight,Quest,true
mount,2786,Midnight,Treasure,true
mount,2789,Midnight,Renown,true
mount,2790,Midnight,Treasure,true
mount,2791,Midnight,Reputation,true
mount,2792,Midnight,Reputation,true
mount,2793,PVP,"Vicious Saddle",true
mount,2794,PVP,"Vicious Saddle",true
mount,2795,"World Events",Timewalking,true
mount,2796,"World Events",Timewalking,true
mount,2797,"World Events",Timewalking,true
mount,2798,"World Events",Timewalking,true
mount,2801,PVP,Gladiator,true
mount,2802,"The War Within",Achievement,true
mount,2803,"World Events","Trading Post",true
mount,2804,"World Events",Timewalking,true
mount,2805,Midnight,"Dungeon Drop",true
mount,2806,"World Events",Timewalking,true
mount,2807,"World Events","Brawler's Guild",true
mount,2808,"World Events","Brawler's Guild",true
mount,2815,"World Events",Timewalking,true
mount,2817,Midnight,"Dungeon Drop",true
mount,2818,Midnight,Quest,true
mount,2821,PVP,Gladiator,true
mount,2823,"Past Limited Time","Trading Post Originals",true
mount,2825,"Past Limited Time","Trading Post Originals",true
mount,2827,Midnight,"Zone Drop",true
mount,2828,Midnight,Renown,true
mount,2829,Midnight,Achievement,true
mount,2831,Midnight,Achievement,true
mount,2833,"Past Limited Time","Trading Post Originals",true
mount,2834,"World Events","Trading Post",true
mount,2835,"World Events","Trading Post",true
mount,2836,"World Events","Trading Post",true
mount,2838,Promotion,Fanta,true
mount,2839,Midnight,Treasure,true
mount,2840,Midnight,Vendor,true
mount,2841,Midnight,Vendor,true
mount,2842,Midnight,"Nemesis Drop",true
mount,2843,"World Events","Trading Post",true
mount,2845,"Past Limited Time","Trading Post Originals",true
mount,2846,"World Events","Trading Post",true
mount,2847,"World Events","Trading Post",true
mount,2848,"World Events","Trading Post",true
mount,2849,"World Events","Trading Post",true
mount,2850,Promotion,"Twitch Drops",true
mount,2851,"World Events","Trading Post",true
mount,2852,"Past Limited Time","Trading Post Originals",true
mount,2853,"Past Limited Time","Trading Post Originals",true
mount,2912,Midnight,Achievement,true
mount,2913,Midnight,Vendor,true
mount,2914,,,true
mount,2915,Midnight,Vendor,true
mount,2917,Mounts,Collect,true
mount,2922,Promotion,"Blizzard Store",true
mount,2926,,,true
mount,2927,,,true
mount,2928,"Past Limited Time","Trading Post Originals",true
mount,2929,"Past Limited Time","Trading Post Originals",true
mount,2930,Promotion,"Blizzard Store",true
mount,2931,Promotion,"Blizzard Store",true
mount,2933,"Past Limited Time","Decor Duels",true
mount,2935,Midnight,Renown,true
mount,2937,,,true
mount,2938,,,true
mount,2940,"Past Limited Time","Trading Post Originals",true
mount,2941,"Past Limited Time","Trading Post Originals",true
mount,2948,,,true
mount,2949,,,true
mount,2950,Midnight,"Raid Drop",true
mount,2951,,,true
mount,2961,Midnight,"Ritual Sites",true
mount,2964,Midnight,"Ritual Sites",true
mount,2965,Professions,Leatherworking,true
mount,2969,,,true
mount,2972,,,true
mount,2973,"Past Limited Time","Trading Post Originals",true
mount,2975,"Past Limited Time","Trading Post Originals",true
mount,2977,Promotion,"Blizzard Store",true
mount,2980,Midnight,"Daily Activities",true
mount,2982,Promotion,"Blizzard Store",true
mount,2984,Promotion,Blizzcon,true
mount,2988,Midnight,Vendor,true
mount,2990,Midnight,Vendor,true
mount,2994,"Past Limited Time","Trading Post Originals",true
mount,2999,,,true
mount,3002,PVP,"Vicious Saddle",true
mount,3003,PVP,"Vicious Saddle",true
mount,3004,,,true
mount,3005,Mythic+,"Timelost Saddle",true
mount,3006,Mythic+,"Timelost Saddle",true
mount,3007,Mythic+,"Timelost Saddle",true
mount,3008,Mythic+,"Timelost Saddle",true
mount,3009,Mythic+,"Timelost Saddle",true
mount,3010,Mythic+,"Timelost Saddle",true
mount,3014,,,true
mount,3015,,,true
mount,3016,,,true
mount,3017,,,true
mount,3018,"World Events","Trading Post",true
mount,3019,Midnight,Reputation,true
mount,3020,Midnight,Vendor,true
mount,3021,Midnight,Achievement,true
mount,3023,Midnight,Achievement,true
mount,3029,Midnight,"Nemesis Drop",true
mount,3030,Midnight,"Raid Drop",true
mount,3031,Midnight,"Prey Drop",true
mount,3032,Midnight,Vendor,true
mount,3033,Midnight,Vendor,true
mount,3036,"World Events","Midsummer Fire Festival",true
mount,3043,Midnight,Vendor,true
mount,3051,Midnight,"Zone Drop",true
mount,3053,Midnight,Achievement,true
mount,3054,Midnight,Renown,true
mount,3058,Midnight,"Dungeon Drop",true
mount,3060,Midnight,Renown,true
mount,3061,Midnight,"Zone Drop",true
mount,3062,Midnight,Achievement,true
mount,3063,Mythic+,"Timelost Saddle",true
mount,3064,Mythic+,"Timelost Saddle",true
mount,3066,Midnight,"Aqir Invasions",true
mount,3069,Mythic+,Champion,true
mount,3070,"World Events","Trading Post",true
mount,3102,"Past Limited Time","Trading Post Originals",true
mount,3103,"Past Limited Time","Trading Post Originals",true
mount,3104,"Past Limited Time","Trading Post Originals",true
mount,3105,"World Events","Trading Post",true
mount,3107,"World Events","Trading Post",true
mount,3119,"World Events","Trading Post",true
mount,3125,"World Events","Trading Post",true
mount,3137,Midnight,Vendor,true
mount,3144,Midnight,"Nemesis Drop",true
pet,39,Profession,Engineering,true
pet,40,Classic,"Alliance Vendor",true
pet,41,Classic,"Alliance Vendor",true
pet,42,Classic,"World Drop: Eastern Kingdoms",true
pet,43,Classic,"Alliance Vendor",true
pet,44,"The Burning Crusade",Vendor,true
pet,45,Classic,"Alliance Vendor",true
pet,46,Classic,"Alliance Vendor",true
pet,47,Classic,Vendor,true
pet,49,Classic,"World Drop: Eastern Kingdoms",true
pet,50,Classic,"Dungeon Drop",true
pet,51,"The Burning Crusade",Vendor,true
pet,52,Classic,Vendor,true
pet,55,"The Burning Crusade",Vendor,true
pet,56,Classic,"World Drop: Eastern Kingdoms",true
pet,57,Classic,"World Drop: Kalimdor",true
pet,58,Classic,"World Drop: Eastern Kingdoms",true
pet,59,Classic,"World Drop: Kalimdor",true
pet,64,"World Event","Darkmoon Faire",true
pet,65,"World Event","Darkmoon Faire",true
pet,67,Classic,"Alliance Vendor",true
pet,68,Classic,"Alliance Vendor",true
pet,69,,,true
pet,70,Classic,"Horde Vendor",true
pet,72,Classic,"Alliance Vendor",true
pet,74,"Wrath of the Lich King",Vendor,true
pet,75,Classic,"Horde Vendor",true
pet,77,Classic,"Horde Vendor",true
pet,78,"The Burning Crusade",Vendor,true
pet,83,Classic,Quest,true
pet,84,Classic,Quest,true
pet,85,Profession,Engineering,true
pet,86,Profession,Engineering,true
pet,87,Classic,"World Drop: Kalimdor",true
pet,89,Classic,"Dungeon Drop",true
pet,90,Classic,"Dungeon Drop",true
pet,92,Promotional,"Collector's Edition",true
pet,93,Promotional,"Collector's Edition",true
pet,94,Promotional,"Collector's Edition",true
pet,95,Profession,Engineering,true
pet,106,"World Event","Darkmoon Faire",true
pet,107,Promotional,Blizzcon,true
pet,111,Promotional,"Collector's Edition",true
pet,114,Classic,"World Drop",true
pet,115,"Warlords of Draenor",Reputation,true
pet,116,Profession,Engineering,true
pet,117,"World Event","Feast of Winter Veil",true
pet,118,"World Event","Feast of Winter Veil",true
pet,119,"World Event","Feast of Winter Veil",true
pet,120,"World Event","Feast of Winter Veil",true
pet,121,Promotional,"Non-US Region",true
pet,122,"World Event","Love is in the Air",true
pet,124,Promotional,"Non-US Region",true
pet,125,"World Event","Children's Week",true
pet,126,"World Event","Children's Week",true
pet,127,"World Event","Children's Week",true
pet,128,"World Event","Midsummer Fire Festival",true
pet,130,Promotional,"Trading Card Game / Auction House",true
pet,131,Promotional,"Collector's Edition",true
pet,132,Profession,Fishing,true
pet,136,"The Burning Crusade",Vendor,true
pet,137,"The Burning Crusade",Vendor,true
pet,138,Classic,"Alliance Vendor",true
pet,139,"The Burning Crusade",Vendor,true
pet,140,Classic,"Alliance Vendor",true
pet,141,Classic,"Alliance Vendor",true
pet,142,Classic,"Horde Vendor",true
pet,143,Classic,"Horde Vendor",true
pet,144,Classic,"Horde Vendor",true
pet,145,"The Burning Crusade",Vendor,true
pet,146,"The Burning Crusade","World Drop",true
pet,149,"The Burning Crusade",Quest,true
pet,153,"World Event",Brewfest,true
pet,155,Promotional,Other,true
pet,156,Promotional,"Trading Card Game / Auction House",true
pet,157,"World Event","Children's Week",true
pet,158,"World Event","Children's Week",true
pet,159,"World Event","Children's Week",true
pet,160,,Collect,true
pet,162,"World Event","Hallow's End",true
pet,163,Profession,Fishing,true
pet,164,Profession,Fishing,true
pet,165,"The Burning Crusade","Raid Drop",true
pet,166,"World Event",Brewfest,true
pet,167,"The Burning Crusade",Reputation,true
pet,168,"Past Limited Time","Trading Post Re-Releases",true
pet,169,Promotional,"Trading Card Game / Auction House",true
pet,170,Promotional,Recruit-A-Friend,true
pet,171,Promotional,Recruit-A-Friend,true
pet,172,Cataclysm,"Molten Front",true
pet,173,Profession,Fishing,true
pet,174,Profession,Fishing,true
pet,175,"The Burning Crusade","Raid Drop",true
pet,179,"Past Limited Time","Trading Post Re-Releases",true
pet,180,Promotional,"Non-US Region",true
pet,183,Promotional,"Trading Card Game / Auction House",true
pet,186,"The Burning Crusade",Reputation,true
pet,187,"Wrath of the Lich King","Pre-Launch Event",true
pet,188,Promotional,"Collector's Edition",true
pet,189,Promotional,WWI,true
pet,190,"Wrath of the Lich King",Vendor,true
pet,191,"World Event","Feast of Winter Veil",true
pet,192,Promotional,Other,true
pet,193,Profession,Fishing,true
pet,194,"Wrath of the Lich King","Cracked Egg",true
pet,195,"Wrath of the Lich King","Cracked Egg",true
pet,196,"Wrath of the Lich King","Cracked Egg",true
pet,197,"Wrath of the Lich King","Cracked Egg",true
pet,198,"Wrath of the Lich King",Reputation,true
pet,199,"Wrath of the Lich King",Achievement,true
pet,200,"World Event",Noblegarden,true
pet,201,"World Event","Pilgrim's Bounty",true
pet,202,"World Event",Anniversary,true
pet,203,,Collect,true
pet,204,"Wrath of the Lich King","Argent Tournament",true
pet,205,"Wrath of the Lich King","Argent Tournament",true
pet,206,"Wrath of the Lich King","Argent Tournament",true
pet,207,"Wrath of the Lich King","Argent Tournament",true
pet,209,"Wrath of the Lich King","Argent Tournament",true
pet,210,"Wrath of the Lich King","Argent Tournament",true
pet,211,Profession,Fishing,true
pet,212,"Wrath of the Lich King","Argent Tournament",true
pet,213,"Wrath of the Lich King","Argent Tournament",true
pet,214,"Wrath of the Lich King",Quest,true
pet,215,"Wrath of the Lich King","Argent Tournament",true
pet,216,"Wrath of the Lich King",Quest,true
pet,217,Promotional,Other,true
pet,218,"Wrath of the Lich King","Argent Tournament",true
pet,220,Classic,Quest,true
pet,224,"Wrath of the Lich King",Vendor,true
pet,225,"World Event","Children's Week",true
pet,226,"World Event","Children's Week",true
pet,227,Classic,Vendor,true
pet,228,Promotional,Blizzcon,true
pet,229,"Wrath of the Lich King","Argent Tournament",true
pet,231,Promotional,Recruit-A-Friend,true
pet,232,Classic,"World Drop: Kalimdor",true
pet,233,Classic,"Dungeon Drop",true
pet,234,"Wrath of the Lich King","World Drop",true
pet,235,Classic,"World Drop: Kalimdor",true
pet,236,"Wrath of the Lich King",Vendor,true
pet,237,Classic,"World Drop: Kalimdor",true
pet,238,Classic,"World Drop: Eastern Kingdoms",true
pet,239,Classic,"World Drop: Eastern Kingdoms",true
pet,240,Promotional,"Non-US Region",true
pet,241,Promotional,"Trading Card Game / Auction House",true
pet,242,"Past Limited Time","Trading Post Re-Releases",true
pet,243,"World Event",Anniversary,true
pet,244,Promotional,Authenticator,true
pet,245,Promotional,"Blizzard Gear Store",true
pet,246,Promotional,"Blizzard Gear Store",true
pet,247,Promotional,Recruit-A-Friend,true
pet,248,"Past Limited Time","Trading Post Re-Releases",true
pet,249,"Past Limited Time","Trading Post Re-Releases",true
pet,250,,Achievement,true
pet,251,"World Event","Love is in the Air",true
pet,253,"World Event","Midsummer Fire Festival",true
pet,254,Classic,Vendor,true
pet,255,,Collect,true
pet,256,Promotional,"Blizzard Store",true
pet,258,Promotional,"StarCraft II",true
pet,259,Cataclysm,Quest,true
pet,260,Cataclysm,Quest,true
pet,261,Profession,Engineering,true
pet,262,Profession,Engineering,true
pet,264,Profession,Archaeology,true
pet,265,Cataclysm,Achievement,true
pet,266,Profession,Archaeology,true
pet,267,Profession,Enchanting,true
pet,268,Promotional,"Collector's Edition",true
pet,270,Other,"Guild Vendor",true
pet,271,Cataclysm,Reputation,true
pet,272,Other,"Guild Vendor",true
pet,277,Profession,Archaeology,true
pet,278,Cataclysm,Reputation,true
pet,279,Cataclysm,Rare,true
pet,280,Other,"Guild Vendor",true
pet,281,Other,"Guild Vendor",true
pet,282,Other,"Guild Vendor",true
pet,283,Other,"Guild Vendor",true
pet,285,Promotional,"Trading Card Game / Auction House",true
pet,286,Classic,"World Drop: Eastern Kingdoms",true
pet,287,Classic,Quest,true
pet,289,"World Event","Children's Week",true
pet,291,Classic,Quest,true
pet,292,Profession,Enchanting,true
pet,293,Profession,Mining,true
pet,294,Promotional,Blizzcon,true
pet,296,Promotional,"Blizzard Store",true
pet,297,Promotional,"Blizzard Store",true
pet,298,Promotional,"Blizzard Store",true
pet,301,Cataclysm,Quest,true
pet,302,Promotional,"Trading Card Game / Auction House",true
pet,303,Promotional,"Trading Card Game / Auction House",true
pet,306,Classic,Vendor,true
pet,307,Cataclysm,Quest,true
pet,308,"World Event","Children's Week",true
pet,309,Profession,Archaeology,true
pet,310,Profession,Archaeology,true
pet,311,Promotional,"Blizzard Store",true
pet,316,Promotional,"Blizzard Store",true
pet,317,Cataclysm,"Molten Front",true
pet,318,Cataclysm,"Molten Front",true
pet,319,"World Event","Hallow's End",true
pet,320,Other,"Guild Vendor",true
pet,321,"World Event","Hallow's End",true
pet,323,,Collect,true
pet,325,,Collect,true
pet,328,Promotional,"Trading Card Game / Auction House",true
pet,329,Promotional,Blizzcon,true
pet,330,"World Event","Darkmoon Faire",true
pet,331,Classic,Quest,true
pet,332,Classic,Quest,true
pet,333,Promotional,"Trading Card Game / Auction House",true
pet,335,"World Event","Darkmoon Faire",true
pet,336,"World Event","Darkmoon Faire",true
pet,337,"World Event","Feast of Winter Veil",true
pet,338,"World Event","Darkmoon Faire",true
pet,339,"World Event","Darkmoon Faire",true
pet,340,Profession,Fishing,true
pet,341,"World Event","Lunar Festival",true
pet,342,"World Event","Lunar Festival",true
pet,343,"World Event","Darkmoon Faire",true
pet,346,Promotional,"Diablo III",true
pet,347,Promotional,"Blizzard Store",true
pet,348,Promotional,"Trading Card Game / Auction House",true
pet,374,,,true
pet,378,,,true
pet,379,,,true
pet,380,,,true
pet,381,"Mists of Pandaria","Pet Battle",true
pet,382,Legion,Riddle,true
pet,383,,,true
pet,385,,,true
pet,386,,,true
pet,387,,,true
pet,388,,,true
pet,389,,,true
pet,391,,,true
pet,392,,,true
pet,393,,,true
pet,395,,,true
pet,396,,,true
pet,397,,,true
pet,398,,,true
pet,399,,,true
pet,400,,,true
pet,401,,,true
pet,402,,,true
pet,403,,,true
pet,404,,,true
pet,405,,,true
pet,406,,,true
pet,407,,,true
pet,408,,,true
pet,409,,,true
pet,410,,,true
pet,411,,,true
pet,412,,,true
pet,414,,,true
pet,415,,,true
pet,416,,,true
pet,417,,,true
pet,418,,,true
pet,419,,,true
pet,420,,,true
pet,421,,,true
pet,422,,,true
pet,423,,,true
pet,424,,,true
pet,425,,,true
pet,427,,,true
pet,428,,,true
pet,429,,,true
pet,430,,,true
pet,431,,,true
pet,432,,,true
pet,433,,,true
pet,437,,,true
pet,438,,,true
pet,439,,,true
pet,440,,,true
pet,441,,,true
pet,442,,,true
pet,443,,,true
pet,445,,,true
pet,446,,,true
pet,447,,,true
pet,448,,,true
pet,449,,,true
pet,450,,,true
pet,452,,,true
pet,453,,,true
pet,454,,,true
pet,455,,,true
pet,456,,,true
pet,457,,,true
pet,458,,,true
pet,459,,,true
pet,460,,,true
pet,461,,,true
pet,463,,,true
pet,464,,,true
pet,465,,,true
pet,466,,,true
pet,467,,,true
pet,468,,,true
pet,469,,,true
pet,470,,,true
pet,471,,,true
pet,472,,,true
pet,473,,,true
pet,474,,,true
pet,475,,,true
pet,477,,,true
pet,478,,,true
pet,479,,,true
pet,480,,,true
pet,482,,,true
pet,483,,,true
pet,484,,,true
pet,485,,,true
pet,487,,,true
pet,488,,,true
pet,489,,,true
pet,491,,,true
pet,492,,,true
pet,493,,,true
pet,494,,,true
pet,495,,,true
pet,496,,,true
pet,497,,,true
pet,498,,,true
pet,499,,,true
pet,500,,,true
pet,502,,,true
pet,503,,,true
pet,504,,,true
pet,505,,,true
pet,506,,,true
pet,507,,,true
pet,508,,,true
pet,509,,,true
pet,511,,,true
pet,512,,,true
pet,513,,,true
pet,514,,,true
pet,515,,,true
pet,517,,,true
pet,518,,,true
pet,519,,,true
pet,521,,,true
pet,523,,,true
pet,525,,,true
pet,528,,,true
pet,529,,,true
pet,530,,,true
pet,532,,,true
pet,534,,,true
pet,535,,,true
pet,536,,,true
pet,537,,,true
pet,538,,,true
pet,539,,,true
pet,540,,,true
pet,541,,,true
pet,542,,,true
pet,543,,,true
pet,544,,,true
pet,545,,,true
pet,546,,,true
pet,547,,,true
pet,548,,,true
pet,549,,,true
pet,550,,,true
pet,552,,,true
pet,553,,,true
pet,554,,,true
pet,555,,,true
pet,556,,,true
pet,557,,,true
pet,558,,,true
pet,559,,,true
pet,560,,,true
pet,562,,,true
pet,564,,,true
pet,565,,,true
pet,566,,,true
pet,567,,,true
pet,568,,,true
pet,569,,,true
pet,570,,,true
pet,571,,,true
pet,572,,,true
pet,573,,,true
pet,626,,,true
pet,627,,,true
pet,628,,,true
pet,629,Cataclysm,Racial,true
pet,630,Cataclysm,Racial,true
pet,631,,,true
pet,632,,,true
pet,633,,,true
pet,634,,,true
pet,635,,,true
pet,637,,,true
pet,638,,,true
pet,639,,,true
pet,640,,,true
pet,641,,,true
pet,644,,,true
pet,645,,,true
pet,646,,,true
pet,647,,,true
pet,648,,,true
pet,649,,,true
pet,650,"Mists of Pandaria","World Drop",true
pet,652,"Mists of Pandaria",Reputation,true
pet,665,"Past Limited Time","Trading Post Re-Releases",true
pet,666,Legion,Achievement,true
pet,671,Promotional,"Blizzard Store",true
pet,675,,,true
pet,677,,,true
pet,678,,,true
pet,679,,,true
pet,680,,,true
pet,699,,,true
pet,702,,,true
pet,703,,,true
pet,706,,,true
pet,707,,,true
pet,708,,,true
pet,709,,,true
pet,710,,,true
pet,711,,,true
pet,712,,,true
pet,713,,,true
pet,714,,,true
pet,716,,,true
pet,717,,,true
pet,718,,,true
pet,722,,,true
pet,723,,,true
pet,724,,,true
pet,725,,,true
pet,726,,,true
pet,727,,,true
pet,728,,,true
pet,729,,,true
pet,730,,,true
pet,731,,,true
pet,732,,,true
pet,733,,,true
pet,737,,,true
pet,739,,,true
pet,740,,,true
pet,741,,,true
pet,742,,,true
pet,743,,,true
pet,744,,,true
pet,745,,,true
pet,746,,,true
pet,747,,,true
pet,748,,,true
pet,749,,,true
pet,750,,,true
pet,751,,,true
pet,752,,,true
pet,753,,,true
pet,754,,,true
pet,755,,,true
pet,756,,,true
pet,757,Promotional,Other,true
pet,758,Promotional,Other,true
pet,792,Classic,Vendor,true
pet,802,Other,BMAH,true
pet,817,,,true
pet,818,,,true
pet,819,,,true
pet,820,,Achievement,true
pet,821,,Collect,true
pet,823,,,true
pet,834,"Mists of Pandaria",Rare,true
pet,835,"Mists of Pandaria",Achievement,true
pet,836,"Mists of Pandaria",Rare,true
pet,837,,,true
pet,838,,,true
pet,844,Profession,Engineering,true
pet,845,Profession,Jewelcrafting,true
pet,846,Profession,Jewelcrafting,true
pet,847,"Mists of Pandaria",Quest,true
pet,848,"World Event","Darkmoon Faire",true
pet,849,Profession,Inscription,true
pet,850,Profession,Inscription,true
pet,851,,,true
pet,855,,Collect,true
pet,856,,Achievement,true
pet,868,"Mists of Pandaria","Pet Battle",true
pet,903,Promotional,"StarCraft II",true
pet,1013,,,true
pet,1039,Profession,Tailoring,true
pet,1040,Profession,Tailoring,true
pet,1042,"Mists of Pandaria",Reputation,true
pet,1061,"World Event","Darkmoon Faire",true
pet,1062,,,true
pet,1063,"World Event","Darkmoon Faire",true
pet,1068,,,true
pet,1073,"Wrath of the Lich King",Treasure,true
pet,1117,Promotional,"Blizzard Store",true
pet,1124,"Mists of Pandaria","Pet Battle",true
pet,1125,"Mists of Pandaria","Pet Battle",true
pet,1126,"Mists of Pandaria","Pet Battle",true
pet,1127,Promotional,"Non-US Region",true
pet,1128,,,true
pet,1142,"World Event","Brawler's Guild",true
pet,1143,"Raiding With Leashes","Raiding With Leashes",true
pet,1144,"Raiding With Leashes","Raiding With Leashes",true
pet,1145,"Raiding With Leashes","Raiding With Leashes",true
pet,1146,"Raiding With Leashes","Raiding With Leashes",true
pet,1147,"Raiding With Leashes","Raiding With Leashes",true
pet,1149,"Raiding With Leashes","Raiding With Leashes",true
pet,1150,"Raiding With Leashes","Raiding With Leashes",true
pet,1151,"Raiding With Leashes","Raiding With Leashes",true
pet,1152,"Raiding With Leashes","Raiding With Leashes",true
pet,1153,"Raiding With Leashes","Raiding With Leashes",true
pet,1154,"Raiding With Leashes","Raiding With Leashes",true
pet,1155,"Raiding With Leashes","Raiding With Leashes",true
pet,1156,"Raiding With Leashes","Raiding With Leashes",true
pet,1157,,,true
pet,1158,,,true
pet,1159,,,true
pet,1160,,,true
pet,1161,,,true
pet,1162,,,true
pet,1163,,,true
pet,1164,,,true
pet,1165,,,true
pet,1166,,,true
pet,1167,,,true
pet,1168,Promotional,Other,true
pet,1174,Promotional,"Trading Card Game / Auction House",true
pet,1175,,,true
pet,1176,"Mists of Pandaria","Pet Battle",true
pet,1177,"Mists of Pandaria","Raid Drop",true
pet,1178,"Mists of Pandaria","World Drop",true
pet,1179,,,true
pet,1180,"Mists of Pandaria","World Drop",true
pet,1181,,,true
pet,1182,,,true
pet,1183,"Mists of Pandaria","Raid Drop",true
pet,1184,,Achievement,true
pet,1185,"Mists of Pandaria",Quest,true
pet,1196,"Mists of Pandaria","Pet Battle",true
pet,1197,"Mists of Pandaria","Pet Battle",true
pet,1198,"Mists of Pandaria","Pet Battle",true
